id,exclude,type,query,text,query_result,heading,format0,lat0,lng0,format1,lat1,lng1,format2,lat2,lng2,format3,lat3,lng3,format4,lat4,lng4
3384530807,,,"Beacon Hill, Pavement Detail, Patterned Cobblestone, Driveway between 83 and 85 Mt. Vernon, Granite, Scored in Diamond and Grid Patterns, Areas of River Stones between Blocks","Beacon Hill, Pavement Detail, Patterned Cobblestone, Driveway between 83 and 85 Mt. Vernon, Granite, Scored in Diamond and Grid Patterns, Areas of River Stones between Blocks",0,,,,,,,,,,,,,,,,
3385344866,,,"Beacon Hill, Pavement Detail, Patterned Cobblestone, Louisburg Square at Mt. Vernon Street, Opposite Willow Street","Beacon Hill, Pavement Detail, Patterned Cobblestone, Louisburg Square at Mt. Vernon Street, Opposite Willow Street",0,,,,,,,,,,,,,,,,
3385314278,,,"Beacon Hill, Phillips Street from Irving Street, Corner Street Light next to Volkswagen Beetle across from Eddie's Variety Grocery Store","Beacon Hill, Phillips Street from Irving Street, Corner Street Light next to Volkswagen Beetle across from Eddie's Variety Grocery Store",0,,,,,,,,,,,,,,,,
3384359013,,,"Beacon Hill, Pinckney Street at Louisburg Square, Charles Street, Charles River","Beacon Hill, Pinckney Street at Louisburg Square, Charles Street, Charles River",0,,,,,,,,,,,,,,,,
3385358880,,,"Beacon Hill, Pinckney Street toward Charles River from Louisburg Square, Cars Parked","Beacon Hill, Pinckney Street toward Charles River from Louisburg Square, Cars Parked",0,,,,,,,,,,,,,,,,
3385172556,,,"Beacon Hill, Pinckney Street, Brick Row Houses and Apartment Buildings, Cars Parked on One Side, Charles River in Distance","Beacon Hill, Pinckney Street, Brick Row Houses and Apartment Buildings, Cars Parked on One Side, Charles River in Distance",0,,,,,,,,,,,,,,,,
3385172708,,,"Beacon Hill, Pinckney Street, Brick Row Houses and Small Buildings, South End of (1824) Boston English High School/Phillips School Building at Corner with Anderson Street","Beacon Hill, Pinckney Street, Brick Row Houses and Small Buildings, South End of (1824) Boston English High School/Phillips School Building at Corner with Anderson Street",0,,,,,,,,,,,,,,,,
3385313482,,,"Beacon Hill, Pioneer Food Corner Grocery Store, Man with Cap Leaning in Doorway, Myrtle and Russell Streets, 12:45 P.M.","Beacon Hill, Pioneer Food Corner Grocery Store, Man with Cap Leaning in Doorway, Myrtle and Russell Streets, 12:45 P.M.",0,,,,,,,,,,,,,,,,
3385313090,,,"Beacon Hill, Police Station 3, in Three Story, Mansard Roofed, Victorian Building, Iron Fence, Parked Police Car","Beacon Hill, Police Station 3, in Three Story, Mansard Roofed, Victorian Building, Iron Fence, Parked Police Car",0,,,,,,,,,,,,,,,,
3385359074,,,"Beacon Hill, Rear of World Peace Foundation at Corner of Spruce and Mt. Vernon Streets, from High Up at 12 Spruce Street, 12:00 P.M.","Beacon Hill, Rear of World Peace Foundation at Corner of Spruce and Mt. Vernon Streets, from High Up at 12 Spruce Street, 12:00 P.M.",0,,,,,,,,,,,,,,,,
3384545655,,,"Beacon Hill, Rooftops from 38 Chambers Street, White Building of Massachusetts General Hospital, 1:00 P.M.","Beacon Hill, Rooftops from 38 Chambers Street, White Building of Massachusetts General Hospital, 1:00 P.M.",0,,,,,,,,,,,,,,,,
3384372845,,,"Beacon Hill, Row Houses on Louisburg Square, Front Steps and Doors, Iron Railing, Fences, 11:30 to 2:30 P.M.","Beacon Hill, Row Houses on Louisburg Square, Front Steps and Doors, Iron Railing, Fences, 11:30 to 2:30 P.M.",0,,,,,,,,,,,,,,,,
3385173052,,,"Beacon Hill, Setback Brick House Painted White, Pinckney Street, Courtyard in Front with Taller Buildings on Each Side at Sidewalk, One with Portico Jutting into the Courtyard","Beacon Hill, Setback Brick House Painted White, Pinckney Street, Courtyard in Front with Taller Buildings on Each Side at Sidewalk, One with Portico Jutting into the Courtyard",0,,,,,,,,,,,,,,,,
3384500301,,,"Beacon Hill, Somerset Street, Some Tall Buildings, Part of Elevated Parking Garage or Lot, Parked Cars and Trucks, Man Standing in Back of One Truck with Ladder on Street below","Beacon Hill, Somerset Street, Some Tall Buildings, Part of Elevated Parking Garage or Lot, Parked Cars and Trucks, Man Standing in Back of One Truck with Ladder on Street below",0,,,,,,,,,,,,,,,,
3385201732,,,"Beacon Hill, Steps Leading up from Boston Common to Beacon Street, Park Bench, Grass and Trees, Buildings in Background","Beacon Hill, Steps Leading up from Boston Common to Beacon Street, Park Bench, Grass and Trees, Buildings in Background",0,,,,,,,,,,,,,,,,
3384530209,,,"Beacon Hill, Storefronts at 8 and 8 1/2 Pinckney Street, Charlie Yee Laundry at Number 8, Brick with Granite Trim First Floor, Brick and Granite Sidewalk","Beacon Hill, Storefronts at 8 and 8 1/2 Pinckney Street, Charlie Yee Laundry at Number 8, Brick with Granite Trim First Floor, Brick and Granite Sidewalk",0,,,,,,,,,,,,,,,,
3384545133,,,"Beacon Hill, Temple and Derne Street Intersection, East Steps of State House Annex, Decorative Balustrades with Ornate Lighting Fixtures on Pedestals","Beacon Hill, Temple and Derne Street Intersection, East Steps of State House Annex, Decorative Balustrades with Ornate Lighting Fixtures on Pedestals",0,,,,,,,,,,,,,,,,
3384545815,,,"Beacon Hill, Unidentified Rear Balconies with Wooden Lattice Fencing, on Brick Buildings","Beacon Hill, Unidentified Rear Balconies with Wooden Lattice Fencing, on Brick Buildings",0,,,,,,,,,,,,,,,,
3385358686,,,"Beacon Hill, Unidentified Rooftops Backing Mt. Vernon at Cedar Lane, Chimneys, Dormers, Treetops, 10:00 A.M.","Beacon Hill, Unidentified Rooftops Backing Mt. Vernon at Cedar Lane, Chimneys, Dormers, Treetops, 10:00 A.M.",0,,,,,,,,,,,,,,,,
3384603593,,,"Beacon Hill, Unidentified Street, Brick Building Fronts, Cast Iron Ornamentation, Brick Sidewalk, Granite Staircases, Parked Shiny Lincoln","Beacon Hill, Unidentified Street, Brick Building Fronts, Cast Iron Ornamentation, Brick Sidewalk, Granite Staircases, Parked Shiny Lincoln",0,,,,,,,,,,,,,,,,
3384386825,,,"Beacon Hill, View from South End of Louisburg Square, Looking Northwest, Row Houses through Trees, Private Way Sign on Iron Fence, Two Cars Parked in Foreground, Cobblestones","Beacon Hill, View from South End of Louisburg Square, Looking Northwest, Row Houses through Trees, Private Way Sign on Iron Fence, Two Cars Parked in Foreground, Cobblestones",0,,,,,,,,,,,,,,,,
3384427895,,,"Beacon Hill, West Cedar Street Looking North from Number 99, Storefronts, Shop Signs, Coca Cola Medallion Sign","Beacon Hill, West Cedar Street Looking North from Number 99, Storefronts, Shop Signs, Coca Cola Medallion Sign",0,,,,,,,,,,,,,,,,
3471869872,,,Berkeley Street at Newbury Street,"Berkeley Street Between Newbury and Boylston Streets, Bonwit Teller Store",0,,,,,,,,,,,,,,,,
3420699413,,,,"Big Burger Ranch, at Routes 2 and 3",0,,,,,,,,,,,,,,,,
3424360346,,,Stuart Street near Park Square,"Billboards at Night, Stuart Street near Park Square",0,,,,,,,,,,,,,,,,
3402120752,,,"Bird Fountain, Copp's Hill Burying Ground","Bird Fountain, Copp's Hill Burying Ground",0,,,,,,,,,,,,,,,,
3382820704,,aerial,,"Boston Common, Aerial View Looking Northeast from Boylston Street, Cemetery in Foreground, State House in Background",0,,,,,,,,,,,,,,,,
3381979697,,aerial,,"Boston Common, Aerial View Looking Northwest, Park Street, Massachusetts State House",0,,,,,,,,,,,,,,,,
3382797554,,aerial,,"Boston Common, Aerial View Looking South from Fourteenth Floor of Suffolk County Courthouse, Rooftops, Tremont Street",0,,,,,,,,,,,,,,,,
3382002403,,aerial,,"Boston Common, Aerial View Looking West Along Tremont Street, Traffic and Pedestrians, Several Park Buildings, Other Structures and Statues",0,,,,,,,,,,,,,,,,
3381980189,,aerial,,"Boston Common, Aerial View, Looking North Along Charles Street, Parked Cars, 3:30 P.M.",0,,,,,,,,,,,,,,,,
3385485218,,,"Boston Common, along Tremont Street at Boylston Street, Aerial View over Traffic and Broad Sidewalk on Park Side into the Common, Subway Entrance Building, Large Sign for National Braille Press, See How The Blind 'Read'","Boston Common, along Tremont Street at Boylston Street, Aerial View over Traffic and Broad Sidewalk on Park Side into the Common, Subway Entrance Building, Large Sign for National Braille Press, See How The Blind 'Read'",0,,,,,,,,,,,,,,,,
3385503352,,,"Boston Common, along Tremont Street, Aerial View over Traffic and Broad Sidewalk on Park Side into the Common, Subway Entrance Buildings, State House Visible over Treetops, Multistory Building Facades at Right","Boston Common, along Tremont Street, Aerial View over Traffic and Broad Sidewalk on Park Side into the Common, Subway Entrance Buildings, State House Visible over Treetops, Multistory Building Facades at Right",0,,,,,,,,,,,,,,,,
3420699255,,,Long T Wharf,"Blue Ship Tea Room, Long T Wharf",0,,,,,,,,,,,,,,,,
3385503544,,,"Boston Common, at Tremont Street, between Traffic and Parked Cars, Side of Doorman with Cap and White Gloves, Park Street Church in Distance, Subway Exit, Cars and Dump Truck Approaching, Multistory Buildings, Pedestrians","Boston Common, at Tremont Street, between Traffic and Parked Cars, Side of Doorman with Cap and White Gloves, Park Street Church in Distance, Subway Exit, Cars and Dump Truck Approaching, Multistory Buildings, Pedestrians",0,,,,,,,,,,,,,,,,
3384605291,,,"Boston Common, Charles Street Entrance, Beacon Street Buildings, Trees, Metal, Peanut Vending Cart with Signs and Striped Awning, 3:45 P.M.","Boston Common, Charles Street Entrance, Beacon Street Buildings, Trees, Metal, Peanut Vending Cart with Signs and Striped Awning, 3:45 P.M.",0,,,,,,,,,,,,,,,,
3384668705,,,"Boston Common, Christmas, Looking Northeast, Sermon on the Mount Display, Jesus Standing in Shallow, Gothic Style, Pointed Arch Niche, Park Street and Buildings Behind Display","Boston Common, Christmas, Looking Northeast, Sermon on the Mount Display, Jesus Standing in Shallow, Gothic Style, Pointed Arch Niche, Park Street and Buildings Behind Display",0,,,,,,,,,,,,,,,,
3384668161,,,"Boston Common, Christmas, Looking Northeast, Small White Park Building with Steeple and Columns, Wreath and Greenery, Three Policemen Standing and Man Walking Nearby, Park Street and Buildings in Background","Boston Common, Christmas, Looking Northeast, Small White Park Building with Steeple and Columns, Wreath and Greenery, Three Policemen Standing and Man Walking Nearby, Park Street and Buildings in Background",0,,,,,,,,,,,,,,,,
3385483792,,,"Boston Common, Christmas, Looking toward State House at Religious Figures and Groupings on Lawn, Choir, Organ Player, Nativity, Mary on a Donkey, Pedestrians Stopped and Looking","Boston Common, Christmas, Looking toward State House at Religious Figures and Groupings on Lawn, Choir, Organ Player, Nativity, Mary on a Donkey, Pedestrians Stopped and Looking",0,,,,,,,,,,,,,,,,
3385463632,,,"Boston Common, Empty Lawn, Flagstaff Hill Trees, Martin Millmore's Soldiers and Sailors Monument, Spire of Park Street Church","Boston Common, Empty Lawn, Flagstaff Hill Trees, Martin Millmore's Soldiers and Sailors Monument, Spire of Park Street Church",0,,,,,,,,,,,,,,,,
3384603901,,,"Boston Common, Large Open Lawn Area, Woman Seated with Baby Carriage, Running Toddler, Trees, Small Hill in Background, People Walking","Boston Common, Large Open Lawn Area, Woman Seated with Baby Carriage, Running Toddler, Trees, Small Hill in Background, People Walking",0,,,,,,,,,,,,,,,,
3384604785,,,"Boston Common, Looking Down Wide Paved Pathway with Park Benches Full of People, Bright Sunlight","Boston Common, Looking Down Wide Paved Pathway with Park Benches Full of People, Bright Sunlight",0,,,,,,,,,,,,,,,,
3385484578,,,"Boston Common, Looking Northeast from Intersection of Charles and Boylston Streets, Large Double Street Light on Center Island with Striped Traffic Poles, Cars Parked","Boston Common, Looking Northeast from Intersection of Charles and Boylston Streets, Large Double Street Light on Center Island with Striped Traffic Poles, Cars Parked",0,,,,,,,,,,,,,,,,
3384669577,,,"Boston Common, Looking Northeast, Intersection of Charles and Boylston Streets, Entrance to the Common, Building with Edison Sign and Clock in Distance, Fanny Farmer Shop at Right","Boston Common, Looking Northeast, Intersection of Charles and Boylston Streets, Entrance to the Common, Building with Edison Sign and Clock in Distance, Fanny Farmer Shop at Right",0,,,,,,,,,,,,,,,,
3384604519,,,"Boston Common, Looking Southeast at Union Club and Park Street Church, Snow, Bare Trees, Two People Surrounded by Pigeons, 2:05 P.M.","Boston Common, Looking Southeast at Union Club and Park Street Church, Snow, Bare Trees, Two People Surrounded by Pigeons, 2:05 P.M.",0,,,,,,,,,,,,,,,,
3385418828,,,"Boston Common, Park Benches with a Few People, Walkways under Trees, Slanted Sunlight, Base of Monument or Building Behind Trees","Boston Common, Park Benches with a Few People, Walkways under Trees, Slanted Sunlight, Base of Monument or Building Behind Trees",0,,,,,,,,,,,,,,,,
3385420020,,,"Boston Common, Park Street, Light, Car, Cast Iron Fence, Looking across Northeast Corner of Park to Stone Monument, Staircases to Beacon Street, State House, 12:00 P.M.","Boston Common, Park Street, Light, Car, Cast Iron Fence, Looking across Northeast Corner of Park to Stone Monument, Staircases to Beacon Street, State House, 12:00 P.M.",0,,,,,,,,,,,,,,,,
3384605779,,,"Boston Common, Paved Walkway across Foreground, Sloping Lawn in Background, Trees, People Sitting","Boston Common, Paved Walkway across Foreground, Sloping Lawn in Background, Trees, People Sitting",0,,,,,,,,,,,,,,,,
3385483310,,,"Boston Common, People Seated on Lawn, a Pair of Boys, Two Large Trees on the Side of a Hill, Trees in Background","Boston Common, People Seated on Lawn, a Pair of Boys, Two Large Trees on the Side of a Hill, Trees in Background",0,,,,,,,,,,,,,,,,
3385463390,,,"Boston Common, Sitting Man Reading under Small Tree, Sunny Sloping Lawns, People on Walkways, Trees, Parked Cars, Bits of Buildings in Distance","Boston Common, Sitting Man Reading under Small Tree, Sunny Sloping Lawns, People on Walkways, Trees, Parked Cars, Bits of Buildings in Distance",0,,,,,,,,,,,,,,,,
3385419530,,,"Boston Common, Wide Lawn Area with Straight Path and Lamppost, Beacon Street, Four and Five Story Buildings, One Thin Eleven Story Building in Background, 3:10 P.M.","Boston Common, Wide Lawn Area with Straight Path and Lamppost, Beacon Street, Four and Five Story Buildings, One Thin Eleven Story Building in Background, 3:10 P.M.",0,,,,,,,,,,,,,,,,
3424279562,,,,Boston Housing Authority Sign 'Do Not Hang Clothes On This Fence',0,,,,,,,,,,,,,,,,
3382820518,,aerial,,"Boston Public Garden to Back Bay, Aerial View Looking West Along Commonwealth Avenue, Boylston to Charles River Esplanade",0,,,,,,,,,,,,,,,,
3381980359,,aerial,,"Boston Public Garden, Aerial View Along Arlington Street, George Washington Equestrian Statue,1:00 P.M.",0,,,,,,,,,,,,,,,,
3384669419,,aerial,,"Boston Public Garden, Aerial View along Boylston Street, over Bare Trees, State House Dome in Distance",0,,,,,,,,,,,,,,,,
3385484394,,aerial,,"Boston Public Garden, Aerial View along Charles Street at Boylston Street, 'Welcome to Boston' Kiosk in Foreground, Bare Trees, Lagoon, Buildings along Beacon Street",0,,,,,,,,,,,,,,,,
3381980869,,aerial,,"Boston Public Garden, Aerial View Looking North Along Arlington Street, George Washington Equestrian Statue, Buildings Along Beacon Street, Charles River, Longfellow Bridge in Distance, 2:00 P.M.",0,,,,,,,,,,,,,,,,
3382002667,,aerial,,"Boston Public Garden, Aerial View Looking Southwest, Lagoon and Bridge, Charles Street in Foreground, John Hancock Building, Arlington Street Church, Boston Public Library Commonwealth and Other Avenues",0,,,,,,,,,,,,,,,,
3381980649,,aerial,,"Boston Public Garden, Aerial View, from Arlington Street Looking Northeast, Footpaths, Empty Lagoon with Bridge, Charles Street in Distance, 1:30 P.M.",0,,,,,,,,,,,,,,,,
3445206693,,,,Boston Police Traffic Stand,0,,,,,,,,,,,,,,,,
3385465242,,,"Boston Public Garden, Charles Street Brick Sidewalk, Cast Iron Fence and Entrance on Diagonal, Lawn , Trees, Row Houses, Other Buildings","Boston Public Garden, Charles Street Brick Sidewalk, Cast Iron Fence and Entrance on Diagonal, Lawn , Trees, Row Houses, Other Buildings",0,,,,,,,,,,,,,,,,
3385112300,,aerial,,"Boston Public Garden, Edge of, Aerial View Looking West to Back Bay, Boylston to Charles River Esplanade",0,,,,,,,,,,,,,,,,
3384688423,,,"Boston Public Garden, Close Up, Cast Iron Main Gate, Carved Granite Hanging Posts at Charles Street Entrance, Intricate Design on Cast Iron Traffic Signal Post with Charles Street Sign Visible","Boston Public Garden, Close Up, Cast Iron Main Gate, Carved Granite Hanging Posts at Charles Street Entrance, Intricate Design on Cast Iron Traffic Signal Post with Charles Street Sign Visible",0,,,,,,,,,,,,,,,,
3384650627,,,"Boston Public Garden, Man and Girl Seated on a Bench under a Tree on a Peninsula in Pond, End of East Side of Suspension Bridge Visible across Water","Boston Public Garden, Man and Girl Seated on a Bench under a Tree on a Peninsula in Pond, End of East Side of Suspension Bridge Visible across Water",0,,,,,,,,,,,,,,,,
3384667555,,,"Boston Public Garden, People Seated in Sun on Park Benches in Open Space at Edge of Walkway, Lawns, Trees, Upper Four Floors of a Brick Building beyond the Trees","Boston Public Garden, People Seated in Sun on Park Benches in Open Space at Edge of Walkway, Lawns, Trees, Upper Four Floors of a Brick Building beyond the Trees",0,,,,,,,,,,,,,,,,
3385465728,,,"Boston Public Garden, People Seated on Lawn Facing Edge of Pond, Pedestrians on Suspension Bridge and across Water","Boston Public Garden, People Seated on Lawn Facing Edge of Pond, Pedestrians on Suspension Bridge and across Water",0,,,,,,,,,,,,,,,,
3384649881,,50ft_interval,"Boston Public Garden, Pond from Arlington Street Entrance, 50 Foot Intervals, Three Bare Trees and Thirty Yards to Pond, Circular and Other Walkways, 1:30 - 3:00 P.M.","Boston Public Garden, Pond from Arlington Street Entrance, 50 Foot Intervals, Three Bare Trees and Thirty Yards to Pond, Circular and Other Walkways, 1:30 - 3:00 P.M.",0,,,,,,,,,,,,,,,,
3384649615,,50ft_interval,"Boston Public Garden, Pond from Arlington Street Entrance, 50 Foot Intervals, Three Bare Trees, Ten Yards to Pond, Swan Boats and Bridge in Distance, 1:30 - 3:00 P.M.","Boston Public Garden, Pond from Arlington Street Entrance, 50 Foot Intervals, Three Bare Trees, Ten Yards to Pond, Swan Boats and Bridge in Distance, 1:30 - 3:00 P.M.",0,,,,,,,,,,,,,,,,
3385463908,,50ft_interval,"Boston Public Garden, Pond from Arlington Street Entrance, 50 Foot Intervals, Trees, Path 1:30 - 3:00 P.M.","Boston Public Garden, Pond from Arlington Street Entrance, 50 Foot Intervals, Trees, Path 1:30 - 3:00 P.M.",0,,,,,,,,,,,,,,,,
3384649341,,50ft_interval,"Boston Public Garden, Pond from Arlington Street Entrance, 50 Foot Intervals, Trees, Pathways","Boston Public Garden, Pond from Arlington Street Entrance, 50 Foot Intervals, Trees, Pathways",0,,,,,,,,,,,,,,,,
3384650091,,,"Boston Public Garden, West of Pond and Suspension Bridge, Men Seated on Lawn, Bicycle, Castle Bird House on a Stand, Trees and Beacon Hill Buildings in Background","Boston Public Garden, West of Pond and Suspension Bridge, Men Seated on Lawn, Bicycle, Castle Bird House on a Stand, Trees and Beacon Hill Buildings in Background",0,,,,,,,,,,,,,,,,
3408043090,,,Boston Public Library Boylston Street Facade from the corner of Dartmouth Street,Boston Public Library Boylston Street Facade from the corner of Dartmouth Street,1,,"700 Boylston St, Boston, MA 02116, USA",42.3494163,-71.0788284,,,,,,,,,,,,
3408006370,,,Boston Public Library Courtyard Fountain,Boston Public Library Courtyard Fountain,1,,"700 Boylston St, Boston, MA 02116, USA",42.3494163,-71.0788284,"700 Boylston St, Boston, MA 02116, USA",42.349653,-71.0779348,,,,,,,,,
3407215081,,,"Boston Public Library Courtyard, Arches, Footpath","Boston Public Library Courtyard, Arches, Footpath",1,,"700 Boylston St, Boston, MA 02116, USA",42.3494163,-71.0788284,"700 Boylston St, Boston, MA 02116, USA",42.349653,-71.0779348,,,,,,,,,
3408026976,,,"Boston Public Library Courtyard, Fountain and Arches from Above, 12:30 P.M. to 2:30 P.M.","Boston Public Library Courtyard, Fountain and Arches from Above, 12:30 P.M. to 2:30 P.M.",1,,"700 Boylston St, Boston, MA 02116, USA",42.3494163,-71.0788284,,,,,,,,,,,,
3408035356,,,"Boston Public Library Courtyard, Fountain and Balcony from Above","Boston Public Library Courtyard, Fountain and Balcony from Above",1,,"700 Boylston St, Boston, MA 02116, USA",42.3494163,-71.0788284,,,,,,,,,,,,
3408019446,,,"Boston Public Library Courtyard, Fountain, Arches","Boston Public Library Courtyard, Fountain, Arches",1,,"700 Boylston St, Boston, MA 02116, USA",42.3494163,-71.0788284,,,,,,,,,,,,
3407202767,,,"Boston Public Library Courtyard, Fountain, Balcony","Boston Public Library Courtyard, Fountain, Balcony",1,,"700 Boylston St, Boston, MA 02116, USA",42.3494163,-71.0788284,"700 Boylston St, Boston, MA 02116, USA",42.349653,-71.0779348,,,,,,,,,
3408014146,,,"Boston Public Library Courtyard, Fountain, From Beneath Tree","Boston Public Library Courtyard, Fountain, From Beneath Tree",1,,"700 Boylston St, Boston, MA 02116, USA",42.3494163,-71.0788284,,,,,,,,,,,,
3407231033,,,"Boston Public Library Courtyard, Looking Down from Balcony, 12:30 P.M. to 2:30 P.M.","Boston Public Library Courtyard, Looking Down from Balcony, 12:30 P.M. to 2:30 P.M.",1,,"700 Boylston St, Boston, MA 02116, USA",42.3494163,-71.0788284,,,,,,,,,,,,
3407196135,,,"Boston Public Library From Huntington Avenue and Trinity Place, Old South Church, Pedestrian at Street Corner","Boston Public Library From Huntington Avenue and Trinity Place, Old South Church, Pedestrian at Street Corner",0,,,,,,,,,,,,,,,,
3407148951,,,Boston Public Library From Huntington Avenue,"Boston Public Library From Huntington Avenue, 50 ft Intervals, Boylston Street Storefronts on Right",0,,,,,,,,,,,,,,,,
3407967322,,50ft_interval,"Boston Public Library From Huntington Avenue, 50 ft Intervals, Old South Church and Boylston Street Storefronts on Right","Boston Public Library From Huntington Avenue, 50 ft Intervals, Old South Church and Boylston Street Storefronts on Right",0,,,,,,,,,,,,,,,,
3407182621,,50ft_interval,"Boston Public Library From Huntington Avenue, 50 ft Intervals, Old South Church on Right, Parked Cars","Boston Public Library From Huntington Avenue, 50 ft Intervals, Old South Church on Right, Parked Cars",0,,,,,,,,,,,,,,,,
3407190311,,50ft_interval,"Boston Public Library From Huntington Avenue, 50 ft Intervals, Old South Church on Right, Parked Cars","Boston Public Library From Huntington Avenue, 50 ft Intervals, Old South Church on Right, Parked Cars",0,,,,,,,,,,,,,,,,
3407993652,,50ft_interval,"Boston Public Library From Huntington Avenue, 50 ft Intervals, Old South Church on Right, Parked Cars","Boston Public Library From Huntington Avenue, 50 ft Intervals, Old South Church on Right, Parked Cars",0,,,,,,,,,,,,,,,,
3407127921,,,"Boston Public Library From St. James Avenue and Clarendon Street, Trinity Church at Right, 10:00 A.M. to 12:30 P.M.","Boston Public Library From St. James Avenue and Clarendon Street, Trinity Church at Right, 10:00 A.M. to 12:30 P.M.",0,,,,,,,,,,,,,,,,
3390165183,,,"Boston Public Library From St. James Avenue and Trinity Place, Old South Church at Right","Boston Public Library From St. James Avenue and Trinity Place, Old South Church at Right",0,,,,,,,,,,,,,,,,
3390953210,,50ft_interval,"Boston Public Library From St. James Avenue, 50 ft Intervals, Boston Police Traffic Stand, 10:00 A.M. to 12:30 P.M.","Boston Public Library From St. James Avenue, 50 ft Intervals, Boston Police Traffic Stand, 10:00 A.M. to 12:30 P.M.",0,,,,,,,,,,,,,,,,
3390984420,,50ft_interval,"Boston Public Library From St. James Avenue, 50 ft Intervals, Old South Church and Trinity Church at Right, 10:00 A.M. to 12:30 P.M.","Boston Public Library From St. James Avenue, 50 ft Intervals, Old South Church and Trinity Church at Right, 10:00 A.M. to 12:30 P.M.",0,,,,,,,,,,,,,,,,
3390145597,,50ft_interval,"Boston Public Library From St. James Avenue, 50 ft Intervals, Old South Church at Right, 10:00 A.M. to 12:30 P.M.","Boston Public Library From St. James Avenue, 50 ft Intervals, Old South Church at Right, 10:00 A.M. to 12:30 P.M.",0,,,,,,,,,,,,,,,,
3390154011,,50ft_interval,"Boston Public Library From St. James Avenue, 50 ft Intervals, Old South Church at Right, 10:00 A.M. to 12:30 P.M.","Boston Public Library From St. James Avenue, 50 ft Intervals, Old South Church at Right, 10:00 A.M. to 12:30 P.M.",0,,,,,,,,,,,,,,,,
3390962276,,50ft_interval,"Boston Public Library From St. James Avenue, 50 ft Intervals, Old South Church at Right, 10:00 A.M. to 12:30 P.M.","Boston Public Library From St. James Avenue, 50 ft Intervals, Old South Church at Right, 10:00 A.M. to 12:30 P.M.",0,,,,,,,,,,,,,,,,
3390981064,,50ft_interval,"Boston Public Library From St. James Avenue, 50 ft Intervals, Old South Church at Right, 10:00 A.M. to 12:30 P.M.","Boston Public Library From St. James Avenue, 50 ft Intervals, Old South Church at Right, 10:00 A.M. to 12:30 P.M.",0,,,,,,,,,,,,,,,,
3390157355,,50ft_interval,"Boston Public Library From St. James Avenue, 50 ft Intervals, Street Light at Center, Old South Church at Right, 10:00 A.M. to 12:30 P.M.","Boston Public Library From St. James Avenue, 50 ft Intervals, Street Light at Center, Old South Church at Right, 10:00 A.M. to 12:30 P.M.",0,,,,,,,,,,,,,,,,
3390972934,,50ft_interval,"Boston Public Library From St. James Avenue, 50 ft Intervals, Street Light at Center, Old South Church at Right, 10:00 A.M. to 12:30 P.M.","Boston Public Library From St. James Avenue, 50 ft Intervals, Street Light at Center, Old South Church at Right, 10:00 A.M. to 12:30 P.M.",0,,,,,,,,,,,,,,,,
3390988224,,50ft_interval,"Boston Public Library From St. James Avenue, 50 ft Intervals, Trinity Church at Right, 10:00 A.M. to 12:30 P.M.","Boston Public Library From St. James Avenue, 50 ft Intervals, Trinity Church at Right, 10:00 A.M. to 12:30 P.M.",0,,,,,,,,,,,,,,,,
3390991080,,50ft_interval,"Boston Public Library From St. James Avenue, 50 ft Intervals, Trinity Church at Right, 10:00 A.M. to 12:30 P.M.","Boston Public Library From St. James Avenue, 50 ft Intervals, Trinity Church at Right, 10:00 A.M. to 12:30 P.M.",0,,,,,,,,,,,,,,,,
3450337621,,,"Boston Public Library Left, and Old South Church, Right of Center, View from Center of Copley Square, 3:15 to 3:45 P.M.","Boston Public Library Left, and Old South Church, Right of Center, View from Center of Copley Square, 3:15 to 3:45 P.M.",0,,,,,,,,,,,,,,,,
3451157704,,,"Boston Public Library Right of Center, View from Center of Copley Square","Boston Public Library Right of Center, View from Center of Copley Square",1,,"700 Boylston St, Boston, MA 02116, USA",42.3494163,-71.0788284,,,,,,,,,,,,
3407941806,,,"Boston Public Library Trinity Church, From St. James Avenue, 50 ft Intervals, 10:00 A.M. to 12:30 P.M.","Boston Public Library Trinity Church, From St. James Avenue, 50 ft Intervals, 10:00 A.M. to 12:30 P.M.",0,,,,,,,,,,,,,,,,
3445930728,,,"Boston Public Library with Sculpture Entitled Science, 11:45 A.M.","Boston Public Library with Sculpture Entitled Science, 11:45 A.M.",0,,,,,,,,,,,,,,,,
3400980475,,,Charles River at Massachusetts Institute of Technology,Boston Skyline from across Charles River at Massachusetts Institute of Technology,0,,,,,,,,,,,,,,,,
3400980631,,,Charles River,"Boston Skyline from across Charles River, Docks and Boats in Foreground",0,,,,,,,,,,,,,,,,
3401785220,,,Charles River,"Boston Skyline from across Charles River, Sailboats and Boaters",0,,,,,,,,,,,,,,,,
3420798185,,,Bowdoin Street,"Bowdoin Street, toward State House, from roof of Bowdoin Square Garage",0,,,,,,,,,,,,,,,,
3404655522,,,Paul Revere Mall,"Boy Tying Shoelaces, Paul Revere Mall",0,,,,,,,,,,,,,,,,
3404655052,,,Paul Revere Mall,"Boy with Infant, Paul Revere Mall",0,,,,,,,,,,,,,,,,
3404655236,,,Paul Revere Mall,"Boy with Infant, Paul Revere Mall",0,,,,,,,,,,,,,,,,
3427710546,,50ft_interval,"Boylston Street, Dartmouth to Clarendon, 50 foot Intervals, Subterranean Stairs on Left","Boylston Street, Dartmouth to Clarendon, 50 foot Intervals, Subterranean Stairs on Left",0,,,,,,,,,,,,,,,,
